Songs & Artist,Streams,Daily
Bruno Mars - Runaway Baby,"67,89,06,989 ","5,04,580 "
NIKI - lowkey,"67,86,98,732 ","4,04,604 "
Snakehips - All My Friends,"67,85,66,165 ","95,868 "
Hugh Jackman - The Greatest Show,"67,84,35,018 ","2,00,981 "
Lauren Daigle - You Say,"67,83,74,172 ","2,43,865 "
BeÃ©le - mi refe,"67,82,20,980 ","9,67,970 "
Joji - worldstar money (interlude),"67,79,92,959 ","1,31,763 "
Mitski - I Bet on Losing Dogs,"67,78,19,525 ","4,17,599 "
Eric Church - Springsteen,"67,77,86,291 ","3,90,724 "
Fools Garden - Lemon Tree,"67,76,61,955 ","1,89,579 "
Ozuna - Una Locura,"67,76,22,059 ","4,09,218 "
Kenny Loggins - Danger Zone,"67,75,09,399 ","2,48,537 "
Hindia - Rumah Ke Rumah,"67,75,08,601 ","6,36,648 "
Rita Ora - Your Song,"67,74,24,615 ","91,069 "
Maluma - HP,"67,61,45,520 ","88,128 "
Tinlicker - Because You Move Me,"67,58,35,654 ","2,29,808 "
SZA - Low,"67,58,34,467 ","1,81,968 "
Jay Rock - King's Dead,"67,55,47,608 ","87,255 "
"ROSALÃA - Yo x Ti, Tu x Mi","67,55,23,020 ","2,38,741 "
Lil Skies - Lust,"67,54,31,210 ","1,80,533 "
AronChupa - I'm an Albatraoz,"67,51,07,941 ","1,33,874 "
Ed Sheeran - Tenerife Sea,"67,50,69,347 ","87,733 "
Dan + Shay - Tequila,"67,49,69,349 ","85,888 "
Peso Pluma - Por Las Noches,"67,47,63,851 ","1,79,145 "
NLE Choppa - Walk Em Down,"67,46,93,394 ","1,39,293 "
Morgan Wallen - 7 Summers,"67,44,12,614 ","3,74,796 "
John Mayer - Slow Dancing In A Burning Room,"67,42,76,086 ","2,93,897 "
Sum 41 - In Too Deep,"67,41,38,188 ","2,75,904 "
Plan B - Si No Le Contesto,"67,38,42,939 ","5,60,540 "
The Hollies - Long Cool Woman (In a Black Dress),"67,33,41,046 ","5,30,996 "
Madonna - La Isla Bonita,"67,32,78,206 ","6,12,240 "
Etta James - At Last,"67,31,92,170 ","2,40,395 "
The Offspring - Pretty Fly (For A White Guy),"67,31,80,990 ","3,94,029 "
Banda MS de Sergio LizÃ¡rraga - El Color de Tus Ojos,"67,30,82,875 ","2,12,735 "
Benson Boone - Ghost Town,"67,29,71,922 ","2,61,533 "
Luis Enrique - Yo No Se Manana,"67,25,98,804 ","4,97,900 "
Silk City - Electricity,"67,25,97,593 ","72,556 "
Post Malone - Hollywood's Bleeding,"67,24,40,480 ","1,60,059 "
One Direction - History,"67,23,24,338 ","1,23,024 "
FloyyMenor - PELIGROSA,"67,21,30,840 ","5,43,886 "
One Direction - They Don't Know About Us,"67,20,98,345 ","2,22,959 "
Steve Lacy - Some,"67,19,99,078 ","2,49,833 "
"Daya - Sit Still, Look Pretty","67,19,76,109 ","1,45,068 "
Spin Doctors - Two Princes,"67,19,27,186 ","3,09,804 "
Pop Smoke - Hello,"67,16,86,611 ","1,15,901 "
Adele - Oh My God,"67,13,40,422 ","1,38,716 "
Nadin Amizah - Bertaut,"67,12,48,159 ","4,44,746 "
Travis Scott - 5% TINT,"67,11,40,077 ","1,48,894 "
My Chemical Romance - I'm Not Okay (I Promise),"67,10,45,086 ","3,10,398 "
Post Malone - Stay,"67,07,47,093 ","91,804 "
David Guetta - When Love Takes Over,"67,06,84,127 ","3,52,053 "
The Red Jumpsuit Apparatus - Face Down,"67,04,92,981 ","2,49,540 "
Gigi D'Agostino - L'Amour Toujours,"67,01,36,450 ","3,58,883 "
Lil Pump - Gucci Gang,"66,99,90,357 ","28,973 "
Echosmith - Cool Kids,"66,99,60,293 ","1,66,244 "
Rainbow Kitten Surprise - It's Called: Freefall,"66,96,35,046 ","3,73,048 "
Luniz - I Got 5 On It (Clean Mix),"66,92,37,512 ","2,64,661 "
Amy Winehouse - You Know I'm No Good,"66,92,29,061 ","3,30,197 "
Zara Larsson - Ruin My Life,"66,92,19,702 ","3,13,748 "
Elvis Presley - Jailhouse Rock,"66,88,39,800 ","1,98,138 "
KAROL G - MIENTRAS ME CURO DEL CORA,"66,87,82,428 ","1,97,983 "
Feid - Ferxxo 100,"66,86,72,983 ","2,89,184 "
The Chainsmokers - All We Know,"66,84,85,870 ","89,641 "
Manuel Turizo - QuiÃ©reme Mientras Se Pueda,"66,79,60,447 ","1,55,061 "
Old Dominion - One Man Band,"66,77,20,764 ","1,20,642 "
Gym Class Heroes - Cupid's Chokehold / Breakfast in America,"66,75,47,420 ","4,80,791 "
Sebastian Yatra - Un AÃ±o,"66,75,39,849 ","1,30,172 "
The Beatles - Blackbird,"66,69,95,278 ","3,70,878 "
Kali Uchis - Melting,"66,69,57,395 ","3,08,725 "
Fuerza Regida - TQM,"66,65,35,386 ","2,06,877 "
Kodak Black - No Flockin',"66,65,34,711 ","3,70,070 "
BENNETT - Vois sur ton chemin,"66,64,91,524 ","3,28,317 "
Strawberry Guy - Mrs Magic,"66,62,69,468 ","3,58,222 "
Luke Combs - Forever After All,"66,59,20,902 ","3,83,601 "
Linkin Park - Breaking the Habit,"66,57,29,422 ","4,05,755 "
Shakira - AntologÃ­a,"66,54,39,281 ","4,04,440 "
"David Bowie - ""Heroes""","66,53,52,821 ","3,85,224 "
Timmy Trumpet - Freaks,"66,53,38,984 ","2,61,355 "
Sech - RelaciÃ³n,"66,52,83,866 ","77,936 "
T.I. - Whatever You Like,"66,52,03,861 ","3,68,616 "
Trippie Redd - Miss The Rage,"66,48,83,831 ","2,01,424 "
Nicki Minaj - Super Freaky Girl,"66,44,13,842 ","1,11,057 "
"Bob Sinclar - World, Hold On","66,41,59,983 ","7,43,355 "
"Arijit Singh - Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","66,38,47,469 ","2,88,513 "
The Weeknd - House Of Balloons / Glass Table Girls,"66,37,48,465 ","5,77,789 "
Rex Orange County - Sunflower,"66,35,81,227 ","1,27,994 "
Drake - Way 2 Sexy,"66,35,40,233 ","1,63,260 "
Cardi B - Money,"66,34,78,849 ","1,62,757 "
Camilo - Vida de Rico,"66,32,36,876 ","1,24,264 "
Joan Jett & the Blackhearts - I Love Rock 'N Roll,"66,30,04,618 ","3,12,766 "
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),"66,29,19,637 ","1,43,628 "
Richard Marx - Right Here Waiting,"66,28,77,876 ","3,30,996 "
Deep Purple - Smoke On The Water,"66,26,47,997 ","1,86,703 "
Fuerza Regida - Ch y la Pizza,"66,24,91,937 ","1,38,520 "
Pop Smoke - Invincible,"66,23,46,711 ","1,38,724 "
Nicky Jam - X,"66,23,33,175 ","5,88,422 "
Drake - Rich Baby Daddy,"66,19,70,643 ","3,51,745 "
Twenty One Pilots - Chlorine,"66,18,40,570 ","2,78,705 "
Hailee Steinfeld - Most Girls,"66,18,23,775 ","64,266 "
Christian Nodal - No Te Contaron Mal,"66,16,97,695 ","2,15,371 "
Eyedress - Romantic Lover,"66,15,20,219 ","1,50,143 "
Crazy Town - Butterfly,"66,13,59,646 ","4,14,024 "
Whitney Houston - I Have Nothing,"66,10,57,685 ","4,43,737 "
KAROL G - EL MAKINON,"66,09,82,268 ","93,314 "
JVKE - this is what falling in love feels like,"66,08,23,326 ","3,89,921 "
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)","66,07,72,363 ","1,93,071 "
Bad Bunny - Un Ratito,"66,07,58,274 ","3,28,098 "
Paramore - Ain't It Fun,"66,06,15,429 ","3,84,750 "
Bon Iver - Rosyln,"66,05,44,499 ","2,57,866 "
The Beatles - Twist And Shout,"66,03,33,285 ","2,12,883 "
bbno$ - edamame,"66,02,27,327 ","2,82,138 "
Warren G - Regulate,"66,01,73,250 ","2,16,396 "
G-Eazy - Tumblr Girls,"65,94,41,216 ","4,04,659 "
Bing Crosby - White Christmas,"65,90,34,085 ","5,859 "
Bazzi - Paradise,"65,86,95,464 ","99,166 "
Bazzi - I.F.L.Y.,"65,86,27,738 ","1,00,990 "
